"916","MICROMAX Bharat 4 (Q4002) 1GB 8GB Black","359432101119727","1","SHAHUPURI","Mobiles","MICROMAX","4000","3700","4200","New Godown"
"918","MICROMAX Bharat 4 Plus (Q440) 2GB 16GB Black","911634356518088","1","SHAHUPURI","Mobiles","MICROMAX","4700","4400","4900","New Godown"
"918","MICROMAX Bharat 4 Plus (Q440) 2GB 16GB Black","911634356528202","1","SHAHUPURI","Mobiles","MICROMAX","4700","4400","4900","New Godown"
"925","MICROMAX X742 Black and Red","911662703763206","1","SHAHUPURI","Mobiles","MICROMAX","1200","950","1300","New Godown"
"925","MICROMAX X742 Black and Red","911662703892245","1","SHAHUPURI","Mobiles","MICROMAX","1200","950","1300","New Godown"
"933","MIDO M3300 Yellow","353178082766319","1","SHAHUPURI","Mobiles","MIDO","500","450","500","New Godown"
"941","NOKIA 130 Dual SIM Black","355838091356588","1","SHAHUPURI","Mobiles","NOKIA","1800","1550","1800","New Godown"
"871","OPPO Reno 2 8GB 256GB Ocean Blue","865833040377135","1","SHAHUPURI","Mobiles","OPPO","37500","33200","39990","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D029513","1","SHAHUPURI","Accessories","OPPO","500","300","500","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D029514","1","SHAHUPURI","Accessories","OPPO","500","300","500","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D029518","1","SHAHUPURI","Accessories","OPPO","500","300","500","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D029519","1","SHAHUPURI","Accessories","OPPO","500","300","500","New Godown"
"902","REALME C1 3GB 32GB Navy Blue","863376045550191","1","SHAHUPURI","Mobiles","REALME","7500","7000","9999","New Godown"
"1016","REALME X50 Pro 5G 12GB 256GB Moss Green","863606040255515","1","SADASHIV PETH","Mobiles","REALME","49000","47200","51000","New Godown"
"1015","REALME X50 Pro 5G 8GB 128GB Moss Green","863606040189698","1","SHAHUPURI","Mobiles","REALME","42999","41200","42999","New Godown"
"1031","MI 10 5G 8GB 128GB Coral Green","861388040280932","1","SHAHUPURI","Mobiles","MI","51000","47000","54999","New Godown"
"1092","RELIANCE JIO F30C -","911600057340775","1","SHAHUPURI","Mobiles","RELIANCE JIO","1300","650","1300","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200724382","1","SHAHUPURI","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1133","SWIPE Elite VR 1GB 8GB Black","911575855016118","1","SHAHUPURI","Mobiles","SWIPE","0","0","14500","New Godown"
"1133","SWIPE Elite VR 1GB 8GB Black","911575855054606","1","SHAHUPURI","Mobiles","SWIPE","0","0","14500","New Godown"
"1654","SAMSUNG Galaxy Buds Live Mystic Bronze - SM-R180NZNAINU","RFAN91AW1RD","1","SHAHUPURI","Accessories","SAMSUNG","10999","9400","15990","New Godown"
"1423","SAMSUNG Galaxy A71 8GB 128GB Prism Crush Black","353412113634364","1","LATUR 2","Mobiles","SAMSUNG","27499","25500","34999","New Godown"
"1231","OPPO Wireless Speaker OBMC02 ","D6200550A1D031665","1","AKLUJ","Accessories","OPPO","500","300","500","New Godown"
"1429","SAMSUNG Galaxy Note 20 8GB 256GB Mystic Blue (Diwali Edition)","356214463389939","1","SOLAPUR 1","Mobiles","SAMSUNG","49999","44500","86000","New Godown"
"844","LENOVO Tab M7 TB-7305F WiFi 1GB 16GB Iron Grey","1SZA550172INHA14AWYR","1","BARSHI","Mobiles","LENOVO","6200","5850","8000","New Godown"
"461","MICROMAX X512 Blue","358705103700367","1","BALAJI NAGAR","Mobiles","MICROMAX","900","800","1000","New Godown"
"661","Smart TV iFFALCON Ultra HD (4K) Smart Android (55K71) 55''","2007AJB152658J00196","1","BALAJI NAGAR","TV","iFFALCON","41990","39500","44999","New Godown"
"1620","ITEL Smart Led (I32101IE) 32 Inch","01C7ITVFC300H09420","1","GANDHINAGAR Warehouse","TV","ITEL","13200","11800","13200","New Godown"
"456","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","1SZA5H0132INHA14JYY7","1","CHIPLUN 1","Mobiles","LENOVO","11700","10500","18000","New Godown"
"632","NOKIA C3 2GB 16GB Nordic Blue","355791102216160","1","BINDU CHOWK","Mobiles","NOKIA","6200","5800","8499","New Godown"
"1199","MICROMAX X512 Black and Red","358705105471504","1","BALAJI NAGAR","Mobiles","MICROMAX","900","800","1000","New Godown"
"924","MICROMAX X740 Champagne Gold","911617702970731","1","BALAJI NAGAR","Mobiles","MICROMAX","1100","1070","1200","New Godown"
"925","MICROMAX X742 Black and Red","911662703706007","1","BALAJI NAGAR","Mobiles","MICROMAX","1200","950","1300","New Godown"
"925","MICROMAX X742 Black and Red","911662703813068","1","BALAJI NAGAR","Mobiles","MICROMAX","1200","950","1300","New Godown"
"879","REALME 5 Pro 6GB 64GB Crystal Green","860387049793318","1","CHIPLUN 3","Mobiles","REALME","15999","14500","15999","New Godown"
"1007","REALME X2 8GB 128GB Pearl Blue","860964046228298","1","BALAJI NAGAR","Mobiles","REALME","21500","20800","21700","New Godown"
"491","SAMSUNG Metro B313 Gold","355508113413580","1","BHAYANDER WEST","Mobiles","SAMSUNG","2340","2150","2340","New Godown"
"448","LAVA A7 Blue + Silver","355092114058652","1","THAKUR VILLAGE- kandivali E","Mobiles","LAVA","1700","1270","1929","New Godown"
"1281","REALME 7 6GB 64GB Mist Blue","869945050439310","1","BHAYANDER WEST","Mobiles","REALME","15700","14800","17999","New Godown"
"569","SAMSUNG Guru FM Plus SM-B110E DARK BLUE","350561947626112","1","BHAYANDER WEST","Mobiles","SAMSUNG","1800","1580","1950","New Godown"
"1000","SAMSUNG Metro B313 Grey","355508115665856","1","BHAYANDER WEST","Mobiles","SAMSUNG","2340","2150","2340","New Godown"
"72","Vivo Y91i 2GB 32GB Black","868964056403098","1","BHOSARI","Mobiles","VIVO","7990","7650","9990","New Godown"
"306","SAMSUNG Galaxy M11 3GB 32GB Metallic Blue","355690118532463","1","BHOSARI","Mobiles","SAMSUNG","10400","9100","12999","New Godown"
"1530","ITEL Led Tv (A3210IE) 32 Inch","09U0ITVG1A09H01315","1","SANGOLA","TV","ITEL","9700","8800","9700","New Godown"
"1602","REALME Smart TV 32 Inch","01CHTV322200921883","1","BHOSARI","TV","REALME","16499","15700","21999","New Godown"
"1419","SAMSUNG Galaxy A51 6GB 128GB Prism Crush Black","355255113071188","1","KARAD 1","Mobiles","SAMSUNG","21200","19700","27999","New Godown"
"585","SAMSUNG Galaxy A51 5G 8GB 128GB Prism Crush Blue","356057111440707","1","SOLAPUR 2","Mobiles","SAMSUNG","22499","21200","29999","New Godown"
"657","LENOVO Tab E8 TB 8304F1 WiFi 2GB 16GB Slate Black","1SZA3W0100INHPV1MHX5","1","SHAHUPURI","Mobiles","LENOVO","8600","7800","13000","New Godown"
"518","NOKIA 105 Dual Sim Black","357677107163226","1","BINDU CHOWK","Mobiles","NOKIA","1400","1260","1599","New Godown"
"521","NOKIA 105 SS Black","352889105173884","1","BINDU CHOWK","Mobiles","NOKIA","1200","1070","1349","New Godown"
"521","NOKIA 105 SS Black","352889108690603","1","BINDU CHOWK","Mobiles","NOKIA","1200","1070","1349","New Godown"
"941","NOKIA 130 Dual SIM Black","359023091084029","1","BINDU CHOWK","Mobiles","NOKIA","1800","1550","1800","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200724366","1","BINDU CHOWK","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"818","ITEL IT2173 Black","356144883910180","1","BINDU CHOWK","Mobiles","ITEL","1100","820","1249","New Godown"
"61","Vivo Y30 4GB 128GB Emerald Black","867663046153273","1","SANGLI 1","Mobiles","VIVO","13990","12970","14200","New Godown"
"272","SAMSUNG Galaxy A30s 4GB 64GB Prism Crush Violet2","351713118464679","1","SANGLI 1","Mobiles","SAMSUNG","15499","14300","15700","New Godown"
"330","SAMSUNG Galaxy S10 Lite 8GB 512GB Prism Blue","355271110699681","1","SANGLI 1","Mobiles","SAMSUNG","41000","39000","51000","New Godown"
"1538","ANURON LED TV 5000S 50 Inch","HAN5000S20190700284","1","SANGLI 1","TV","ANURON","0","0","0","New Godown"
"242","ITEL A25 1GB 16GB Gradation Blue","359725107224981","1","SANGLI 1","Mobiles","ITEL","4500","4300","4899","New Godown"
"459","MICROMAX X412 Black and Grey","911595709055674","1","SANGLI 1","Mobiles","MICROMAX","750","620","750","New Godown"
"1531","MU LED TV (MU5000S) 50 Inch","S50UHD5000S20190200010","1","SANGLI 1","TV","MU","17999","17500","41990","New Godown"
"1531","MU LED TV (MU5000S) 50 Inch","S50UHD5000S20190200027","1","SANGLI 1","TV","MU","17999","17500","41990","New Godown"
"170","REALME X2 Pro 8GB 128GB Neptune Blue","861000040464396","1","SANGLI 1","Mobiles","REALME","29500","28000","32500","New Godown"
"661","Smart TV iFFALCON Ultra HD (4K) Smart Android (55K71) 55''","2007AJB152658I00131","1","SANGLI 1","TV","iFFALCON","41990","39500","44999","New Godown"
"658","Smart TV ITEL HD Smart TV (I4314IE) 43''","01C7ITVFD700F01686","1","SANGLI 1","TV","ITEL","23200","21900","23999","New Godown"
"647","ITEL A23 1GB 8GB Gradation Red","356090112269163","1","SANGLI 1","Mobiles","ITEL","4200","3770","4999","New Godown"
"1072","HONAR Media pad T3 8 Tab 2GB 16GB Gold","866664031472703","1","SANGLI 1","Mobiles","HONAR","10999","10000","13999","New Godown"
"1125","I Ball Slide Skye 03 Tablet 1GB 8GB Graphite Black","911646950622504","1","GANDHINAGAR Warehouse","Mobiles","iBall","4699","4250","6999","New Godown"
"1125","I Ball Slide Skye 03 Tablet 1GB 8GB Graphite Black","911646950622561","1","SANGLI 1","Mobiles","iBall","4699","4250","6999","New Godown"
"1125","I Ball Slide Skye 03 Tablet 1GB 8GB Graphite Black","911646950622629","1","GANDHINAGAR Warehouse","Mobiles","iBall","4699","4250","6999","New Godown"
"1125","I Ball Slide Skye 03 Tablet 1GB 8GB Graphite Black","911646950642601","1","RAJARAMPURI 1","Mobiles","iBall","4699","4250","6999","New Godown"
"1125","I Ball Slide Skye 03 Tablet 1GB 8GB Graphite Black","911646950668705","1","SANGLI 1","Mobiles","iBall","4699","4250","6999","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200715265","1","SANGLI 1","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200715268","1","SANGLI 1","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200715270","1","SANGLI 1","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200715602","1","SANGLI 1","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1235","SAMSUNG 10W 1-Port USB UV Sterilizer (GP-TOU020SABWI) ","S/N:IFMM200715603","1","SANGLI 1","Accessories","SAMSUNG","3000","2600","14500","New Godown"
"1576","APPLE Home Pod (MQHW2HN/A) Space grey","SDQTVVEM7HQK8","1","SANGLI 1","Mobiles","APPLE","19900","19100","19900","New Godown"
"1476","APPLE Watch Series 6 GPS + Cellular 44mm Gold Aluminium Case with Pink Sand Sport Band - MG2D3HN/A","SGY6DR13WQ1XV","1","SANGLI 1","Mobiles","APPLE","52900","50500","52900","New Godown"
"308","SAMSUNG Galaxy M11 4GB 64GB Violet","355692119963226","1","SADASHIV PETH","Mobiles","SAMSUNG","11500","10650","14999","New Godown"
"462","MICROMAX X809 Black","358488100230221","1","HADAPSAR","Mobiles","MICROMAX","1400","1100","1500","New Godown"
"462","MICROMAX X809 Black","358488100978209","1","HADAPSAR","Mobiles","MICROMAX","1400","1100","1500","New Godown"
"473","RELIANCE JIO Router JMR541 Black","911563800472404","1","HADAPSAR","Mobiles","RELIANCE JIO","1300","970","1300","New Godown"
"661","Smart TV iFFALCON Ultra HD (4K) Smart Android (55K71) 55''","2007AJB152658J00425","1","HADAPSAR","TV","iFFALCON","41990","39500","44999","New Godown"
"147","REALME 6 Pro 6GB 64GB Lightning Blue","868136044975897","1","HADAPSAR","Mobiles","REALME","16800","16000","19999","New Godown"
"825","LAVA 34 Super Gold Brown","911641954068382","1","HADAPSAR","Mobiles","LAVA","1600","1350","1600","New Godown"
"832","LAVA Hero 600 Blue / Gold","352667111301636","1","HADAPSAR","Mobiles","LAVA","800","665","900","New Godown"
"918","MICROMAX Bharat 4 Plus (Q440) 2GB 16GB Black","911634353989001","1","HADAPSAR","Mobiles","MICROMAX","4700","4400","4900","New Godown"
"920","MICROMAX X377 Coffee and Black","911602853002914","1","HADAPSAR","Mobiles","MICROMAX","750","620","750","New Godown"
"928","MICROMAX X751 Champagne","911596654938641","1","HADAPSAR","Mobiles","MICROMAX","900","700","900","New Godown"
"929","MICROMAX X811 Black","911625550790648","1","HADAPSAR","Mobiles","MICROMAX","1600","1200","1600","New Godown"
"904","REALME C3 4GB 64GB Blazing Red","862752044046293","1","HADAPSAR","Mobiles","REALME","11500","10900","11500","New Godown"
"540","LED TV AISEN (A22FDN510) Full HD TV 22''","133953154","1","SOLAPUR 3","TV","AISEN","4999","4800","10999","New Godown"
"1620","ITEL Smart Led (I32101IE) 32 Inch","01C7ITVFC300H04897","1","SOLAPUR 3","TV","ITEL","13200","11800","13200","New Godown"
"587","SAMSUNG Galaxy A21s 6GB 128GB Blue","354811110342435","1","SOLAPUR 4","Mobiles","SAMSUNG","17700","16700","18999","New Godown"
"1233","I Ball Raaga Classic 2.1 Speaker ","1900407001127","1","SOLAPUR 3","Accessories","iBall","14500","14500","14500","New Godown"
"831","LAVA Hero 600 Red","354776115227578","1","SOLAPUR 3","Mobiles","LAVA","800","665","900","New Godown"
"2122","SAMSUNG (Refurbished) A31 6GB  128GB  Prism Crush Blue","355390111439804","1","MUMBAI Warehouse","Mobiles","SAMSUNG","0","0","23999","New Godown"
"1599","iBall iTAB MovieZ Pro10.1 inch WiFi + 4G LTE Tablet 4GB 64GB Coal Black","351992110121855","1","CHARKOP - kandivali W","Mobiles","iBall","15999","14500","16500","New Godown"
"1066","REDMI Note 9 Pro Max 6GB 128GB Interstellar Black","868448049772314","1","GOREGAON West","Mobiles","REDMI","19650","17600","19850","New Godown"
"783","VIVO X50 8GB 256GB Frost Blue","866386048868836","1","GOREGAON West","Mobiles","VIVO","37990","35200","38500","New Godown"
"318","SAMSUNG Galaxy M51 6GB 128GB Electric Blue","353078180804188","1","JATH","Mobiles","SAMSUNG","23600","22300","28999","New Godown"
"1620","ITEL Smart Led (I32101IE) 32 Inch","01C7ITVFC700H04431","1","JATH","TV","ITEL","13200","11800","13200","New Godown"
"612","NARZO 20 Pro 8GB 128GB Black Ninja","862460056685111","1","JATH","Mobiles","NARZO","18800","17000","18999","New Godown"
"1054","REDMI Note 9 Pro 6GB 128GB Aurora Blue","863118046904054","1","JATH","Mobiles","REDMI","17999","17350","18000","New Godown"
"1540","iFFALCON Smart TV F2A 32 Inch","2009AJB155455A00186","1","JOGESHWARI 2","TV","iFFALCON","12990","12200","26990","New Godown"
"648","ITEL A23 1GB 8GB Gradation Ice Blue","356090113318902","1","JOGESHWARI 2","Mobiles","ITEL","4200","3770","4999","New Godown"
"661","Smart TV iFFALCON Ultra HD (4K) Smart Android (55K71) 55''","2007AJB152658J00263","1","NASHIK 1","TV","iFFALCON","41990","39500","44999","New Godown"
"685","NOKIA (Refurbished) 2.3 2GB 32GB Charcoal","354220100055264","1","NASHIK 1","Mobiles","NOKIA","3499","3499","9999","New Godown"
"824","JALSA J-27 -","911506203632223","1","NASHIK 3","Mobiles","JALSA","500","100","600","New Godown"
"1610","APPLE PENCIL (MKOC2ZM/A) White","SGHYD7CSKGWTJ","1","NASHIK 1","Accessories","APPLE","8500","8100","8500","New Godown"
"308","SAMSUNG Galaxy M11 4GB 64GB Violet","355692114654408","1","KAWATHE MAHNKAL","Mobiles","SAMSUNG","11500","10650","14999","New Godown"
"1429","SAMSUNG Galaxy Note 20 8GB 256GB Mystic Blue (Diwali Edition)","356214463431566","1","SANGLI 1","Mobiles","SAMSUNG","49999","44500","86000","New Godown"
"432","GIVA G4 Blue","353503086257454","1","KAWATHE MAHNKAL","Mobiles","GIVA","600","100","600","New Godown"
"1620","ITEL Smart Led (I32101IE) 32 Inch","01C7ITVFC300H09698","1","KAWATHE MAHNKAL","TV","ITEL","13200","11800","13200","New Godown"
"935","MOTOROLA Moto G6 Plus 6GB 64GB Indigo","355548090691519","1","KAWATHE MAHNKAL","Mobiles","MOTOROLA","12000","11700","12200","New Godown"
