"355608705402759","9","9"
"358743618437944","1696","1696"
"860427055551877","1859","1859"
"357293370376857","10","10"
"863996054210237","84","84"
"352681238036322","9","9"
"352681238036322","9","9"
"862448058511450","1824","1824"
"350641035224291","1777","1777"
"350641035224291","1777","1777"
"864211053754295","1972","1972"
"860427055500213","1859","1859"
"350931191665209","1844","1844"
"355372117014963","264","264"
"355508117770449","490","490"
"860672050804090","1883","1883"
"863996053788639","85","85"
"356890801613658","1997","1997"
"861968059831814","1884","1884"
"860213051130076","1858","1858"
"01CFTV438201119144","1603","1603"
"353516162221343","317","317"
"356937113209426","954","954"
"IN03UUTV433210600212","1945","1945"
"353516162221343","317","317"
"353089118882485","640","640"
"355656117823567","439","439"
"862026053723872","1951","1951"
"354505114268949","1111","1111"
"354505114268949","1111","1111"
"861914059059832","1809","1809"
"351851487794027","2092","2092"
"352187752255959","638","638"
"865514050066475","1853","1853"
"865924051032279","2072","2072"
"862044054275479","1756","1756"
"356147311222433","2141","2141"
"356147311213739","2141","2141"
"IN02CUTV558210101486","1831","1831"
"911641300215083","2082","2082"
"862026051934711","1878","1878"
"864045054002498","1938","1938"
"356090113296363","1960","648"
"356937113128352","953","953"
"356937112983484","953","953"
"356937113209533","954","954"
"356937113209533","954","954"
"356937113209533","954","954"
"1SZA5H0132INHA15FNGL","456","456"
"864211052282710","1971","1971"
"356056196378188","521","521"
"355780109023463","523","523"
"357293370376857","10","10"
"351457198776186","1306","1306"
"868384052218731","1024","1024"
"911641300181947","2082","2082"
"01CHTV322210208531","1602","1602"
"355246110196821","2009","2009"
"869141059046559","1898","1898"
"353021111547971","1340","759"
"013000BM5T7379BB56","1593","1593"
"356977515268802","2106","2106"
"N6230004B61X00987","1935","1935"
"IN02CUTV558210100854","1831","1831"
"355780109023463","523","523"
"355780109023463","523","523"
"352299331504987","1801","1801"
"355780109023463","523","523"
"355780109023463","523","523"
"355124919320084","479","479"
"350641036763446","1773","1773"
"867498057289306","216","216"
"862448058511450","1824","1824"
"356937112994952","953","953"
"862961050390640","2007","2007"
"356890802070437","1998","1998"
"350641036437330","1772","1772"
"357727606217484","442","442"
"861354054971816","2008","2008"
"868768051441916","2030","2030"
"356977515156411","2108","2108"
"865650058505294","1025","1025"
"356977515360849","2107","2107"
"868330059052235","857","857"
"862961050390483","2007","2007"
"E6230004B5UX00911","1935","1935"
"863935054328250","1975","1975"
"352724161138614","2055","2055"
"358136640669081","2056","2056"
"351518877103883","443","443"
"359064204824844","433","433"
"356560542945061","2076","2076"
"353078183295822","318","318"
"869141059046559","1898","1898"
"869141059046559","1898","1898"
"869141059046559","1898","1898"
"869141059046559","1898","1898"
"863935054328250","1975","1975"
"359064204960903","433","433"
"869141059046559","1898","1898"
"869141059046559","1898","1898"
"869141059046559","1898","1898"
"356056196378188","521","521"
"354505115750622","243","243"
"359064204849288","433","433"
"358932637066384","435","435"
"01CFTV436200715437","345","1603"
"356890800665477","1998","1998"
"01CFTV436200921493","1603","1603"
"356939118780666","1735","1735"
"352724160753025","2040","2040"
"865600050075192","1023","1023"
"357246554219715","2145","2145"
"N6230004B61X00860","1935","1935"
"355255113068739","1419","1419"
"352187757031512","450","450"
"864618052678772","2006","2006"
"356977515360849","2107","2107"
"356977515360849","2107","2107"
"356977515360849","2107","2107"
"356977515360849","2107","2107"
"01CFTV436201008758","1603","1603"
"01CFTV436200920896","1603","1603"
"358818746334906","994","994"
"01CFTV436210203744","1603","1603"
"861968051358691","1883","1883"
"865223058328131","1744","1744"
"01CFTV436200815524","306","1603"
"868384053413794","217","217"
"861269054833131","1275","1275"
"861441052080359","1954","1954"
"356925309576609","1741","1741"
"868098058012530","1854","1854"
"353855328888904","11","11"
"352833112022296","14","14"
"862026054334174","2008","2008"
"355604114796428","314","314"
"862448058511450","1824","1824"
"868066053085835","2043","2043"
"861968051358691","1883","1883"
"861968051358691","1883","1883"
"352399918791815","1718","1718"
"1SZA4G0007INHGAM3C3E","842","842"
"352399919079954","1713","1713"
"353855323526418","11","11"
"351602547076198","1002","1002"
"865924051032279","2072","2072"
"864045052194917","1940","1940"
"01CFTV436200900577","1603","1603"
"356890803069313","1998","1998"
"01CFTV436200704459","131","1603"
"868098058012530","1854","1854"
"862281054438851","2008","2008"
"012000BLB201699B5A","1592","1592"
"01CFTV436200900577","1603","1603"
"350931191654559","1844","1844"
"357081192931359","1436","1436"
"352370399783910","11","11"
"356937112698777","954","954"
"868494053731994","1894","1894"
"01CFTV436200703874","1362","1603"
"359064204956562","433","433"
"352724161830392","2039","2039"
"911641300189726","2082","2082"
"865924056083038","2073","2073"
"352187757659056","638","638"
"352399918602095","1713","1713"
"869736057894452","2152","2152"
"867912053044432","856","856"
"865924054828772","2072","2072"
"IN03UUTV431210801913","1945","1945"
"356977515419587","2106","2106"
"867404050477039","2183","2183"
"867404050477039","2183","2183"
"868066053957751","2044","2044"
"01CFTV436200911643","1603","1603"
"357740105294946","345","953"
"911641300162764","2082","2082"
"356890803069313","1998","1998"
"356890803069313","1998","1998"
"356090116766024","648","648"
"860753055809316","2110","2110"
"867912054618317","856","856"
"356147311229636","2141","2141"
"353164110476568","232","953"
"01CFTV438210700474","1603","1603"
"356890803489487","1997","1997"
"354025412293259","305","305"
"359676575170521","754","754"
"01CFTV436200921493","1603","1603"
"862788055523531","1909","1909"
"863935054143337","1975","1975"
"350938655835095","1741","1741"
"352399919079715","1713","1713"
"862448058511450","1824","1824"
"013000BM6977278FEB","1593","1593"
"352509586257515","753","753"
"013000BLAV64753621","1593","1593"
"01CFTV436200815446","1147","1603"
"358871700693478","2057","2057"
"358019546542919","1683","1683"
"01CFTV436200900568","624","1603"
"01CFTV436200702670","1673","1603"
"01CFTV436200920845","2143","1603"
"01CHTV322200921008","1340","1602"
"01CFTV436200815468","345","1603"
"01CFTV436200819514","1603","1603"
"359589938828885","1386","1386"
"351534161012987","2238","2238"
"01CFTV436200920855","1319","1603"
"352221267159503","1718","1718"
"354617784175963","1693","1693"
"350938655830062","1741","1741"
"352701950514775","2318","2318"
"359064204956562","433","433"
"352187757697577","638","638"
"865924055964295","2073","2073"
"01CFTV436200815365","1339","1603"
"352659951974242","2078","2078"
"860583051852410","2223","2223"
"352399918606948","1713","1713"
"01CHTV322201102477","1990","1602"
"867886054346410","2164","2164"
"352672765161864","2112","8"
"01CFTV436200715434","216","1603"
"865924057063377","2073","2073"
"01CFTV436200900703","345","1603"
"201120612001000-242","1627","1627"
"01CHTV322210601570","1602","1602"
"01CFTV436200704794","1603","1603"
"359589938280822","1306","1306"
"01CFTV436200704705","1735","1603"
"869388058311894","1886","1886"
"01CFTV436200920898","1603","1603"
"868494055917898","1892","1892"
"359064203602969","433","433"
"350641036514807","1773","1773"
"359064204989688","433","433"
"01CFTV436210204571","1603","1603"
"867777052449357","2355","2355"
"357246558534291","2145","2145"
"866978050933498","1886","1886"
"356937112277390","954","954"
"354025412889288","305","305"
"353972540641589","2103","2103"
"354617784175963","1693","1693"
"352399919563080","1718","1718"
"357740105294946","345","953"
"01CFTV436200715388","1276","1603"
"351996300116716","2174","2174"
"355742232507861","2217","2217"
"353431130333164","2109","2109"
"352399918788274","1718","1718"
"358871700820501","2057","2057"
"01CFTV436200717438","1603","1603"
"01CFTV436210204567","1603","1603"
"351996301681114","2189","2189"
"866899052927439","1780","1780"
"01CFTV436200704431","2165","1603"
"353972544235842","644","644"
"355742233128147","2296","2296"
"01CFTV438201114372","1603","1603"
"352724163791352","2055","2055"
"355742230657700","2217","2217"
"869669055628731","2111","2111"
"357551215399339","829","829"
"866978050933498","1886","1886"
"358205230894001","2393","2393"
"861451051448531","2300","2300"
"358205230785191","2392","2392"
"866592054534911","2388","2388"
"358205230827845","2392","2392"
"863018053139331","1876","1876"
"867912057846998","856","856"
"355742230656462","2217","2217"
"868265058879610","2373","2373"
"351996300729187","2174","2174"
"352399918662743","1713","1713"
"358205230765904","2392","2392"
