"2081","VIVO Y53s 8GB  128GB  Deep Sea Blue","868821057852592","1","SOLAPUR 2","Mobiles","VIVO","18490","17050","22990","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441056766417","1","GANDHINAGAR Warehouse","Mobiles","REALME","12500","11780","12500","New Godown"
"636","LAVA Z61 Pro 2GB 16GB Amber Red","355403114411298","1","RATNAGIRI 3","Mobiles","LAVA","5500","5200","7500","New Godown"
"842","LENOVO Tab M10 WiFi X505F 2GB 32GB Slate Black","1SZA4G0007INHGAM3CTN","1","SHAHUPURI","Mobiles","LENOVO","11500","10800","18990","New Godown"
"842","LENOVO Tab M10 WiFi X505F 2GB 32GB Slate Black","1SZA4G0007INHGAM3BGZ","1","SHAHUPURI","Mobiles","LENOVO","11500","10800","18990","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441057922472","1","LATUR 1","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441057933073","1","VASCO","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441057941910","1","SINNAR","Mobiles","REALME","12500","11780","12500","New Godown"
"2137","TECNO Spark 7 2GB  32GB  Spruce Green","357932226488487","1","GANDHINAGAR Warehouse","Mobiles","TECNO","8200","7450","8999","New Godown"
"2029","TECNO SPARK 7T 4GB  64GB  Magnetic Black","353935640309761","1","GANDHINAGAR Warehouse","Mobiles","TECNO","9499","9000","10999","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441058769039","1","PHALTAN 1","Mobiles","REALME","12500","11780","12500","New Godown"
"1955","REALME C25s 4GB  128GB  Watery Blue","861441058844675","1","NAGAR 1","Mobiles","REALME","12500","11780","12500","New Godown"
"448","LAVA A7 Blue + Silver","355092119841250","1","NASHIK 4","Mobiles","LAVA","1700","1270","1929","New Godown"
"2152","VIVO Y12G 3GB  64GB  Phantom Black","860386050489774","1","KOREGAON","Mobiles","VIVO","11990","11000","14990","New Godown"
"2157","REALME GT 5G 8GB  128GB  Dashing Blue","862022050424978","1","SANGAMNER","Mobiles","REALME","40500","37500","40999","New Godown"
"2159","REALME GT Master Edition 5G 8GB  256GB  Luna White","868349050377433","1","GANDHINAGAR Warehouse","Mobiles","REALME","30500","29100","31999","New Godown"
"2161","REALME GT Master Edition 5G 8GB  128GB  Voyager Grey","868349051318451","1","GANDHINAGAR Warehouse","Mobiles","REALME","28000","27200","29999","New Godown"
"1893","MI 11 X  5G 6GB  128GB  Lunar White","868494056046655","1","CHARKOP - kandivali W","Mobiles","MI","30999","27000","33999","New Godown"
"1894","MI 11 X  5G 8GB  128GB  Cosmic Black","868494053682676","1","PANAJI","Mobiles","MI","32699","29000","34999","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861007050849218","1","VADUJ","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861007050854390","1","THAKUR VILLAGE- kandivali E","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861007051363771","1","VIRAR WEST","Mobiles","REALME","12500","11780","12500","New Godown"
"1851","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","352659950822442","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","46999","44200","74999","New Godown"
"1894","MI 11 X  5G 8GB  128GB  Cosmic Black","868494054543679","1","KANKAVALI 1","Mobiles","MI","32699","29000","34999","New Godown"
"1894","MI 11 X  5G 8GB  128GB  Cosmic Black","868494054528878","1","PIMPRI","Mobiles","MI","32699","29000","34999","New Godown"
"1894","MI 11 X  5G 8GB  128GB  Cosmic Black","868494054508250","1","KOREGAON","Mobiles","MI","32699","29000","34999","New Godown"
"2174","SAMSUNG A52s 5G 8GB  128GB  Awesome Black","351996300721002","1","CHIPLUN 2","Mobiles","SAMSUNG","37499","33900","40999","New Godown"
"2174","SAMSUNG A52s 5G 8GB  128GB  Awesome Black","351996300704958","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","37499","33900","40999","New Godown"
"2174","SAMSUNG A52s 5G 8GB  128GB  Awesome Black","351996300424888","1","THAKUR VILLAGE- kandivali E","Mobiles","SAMSUNG","37499","33900","40999","New Godown"
"2188","SAMSUNG Galaxy Tab S7 FE (SM-T733) 4GB  64GB  Mystic Silver","R52R80HDV8E","1","NAGAR 3","Mobiles","SAMSUNG","44000","38000","49999","New Godown"
"2188","SAMSUNG Galaxy Tab S7 FE (SM-T733) 4GB  64GB  Mystic Silver","R52R80HDVRN","1","SANGLI 2","Mobiles","SAMSUNG","44000","38000","49999","New Godown"
"1023","REDMI 9 4GB 64GB Carbon Black","865600050018671","1","MUMBAI Warehouse","Mobiles","REDMI","9900","9400","10999","New Godown"
"1023","REDMI 9 4GB 64GB Carbon Black","865600050011239","1","MUMBAI Warehouse","Mobiles","REDMI","9900","9400","10999","New Godown"
"1892","MI 11 X  5G 6GB  128GB  Cosmic Black","868494056380898","1","MUMBAI Warehouse","Mobiles","MI","30999","27000","33999","New Godown"
"1892","MI 11 X  5G 6GB  128GB  Cosmic Black","868494056371277","1","MUMBAI Warehouse","Mobiles","MI","30999","27000","33999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","354668779726401","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","354668779596788","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"1890","REALME 8 5G 8GB  128GB  Supersonic Blue","860975051646372","1","SANGLI 2","Mobiles","REALME","18800","18100","18999","New Godown"
"2217","ITEL Vision 2s 2GB  32GB  Gradation Blue","355742230658120","1","GANDHINAGAR Warehouse","Mobiles","ITEL","7200","6450","8499","New Godown"
"2217","ITEL Vision 2s 2GB  32GB  Gradation Blue","355742230461061","1","RATNAGIRI 2","Mobiles","ITEL","7200","6450","8499","New Godown"
"1618","SAMSUNG Galaxy Tab A7 (SM-T505) 3GB 32GB Silver","356583701137767","1","SOLAPUR 2","Mobiles","SAMSUNG","19499","18400","25999","New Godown"
"2219","LENOVO M10 FHD Plus 2GB  32GB  Platinum Grey - TB - X606V","HA1G0QBH","1","NAGAR 1","Mobiles","LENOVO","15499","14700","27500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861007051411455","1","CHIPLUN 2","Mobiles","REALME","12500","11780","12500","New Godown"
"644","ITEL A48 2GB 32GB Gradation Black","353972544255121","1","VASCO","Mobiles","ITEL","6400","5650","7499","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059528616","1","SATARA POWAI NAKA","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059513790","1","CHIKHALI","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059528012","1","GANDHINAGAR Warehouse","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059528970","1","GANDHINAGAR Warehouse","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059520779","1","GANDHINAGAR Warehouse","Mobiles","REALME","12500","11780","12500","New Godown"
"1713","SAMSUNG A12 4GB 64GB Black","351886697555974","1","KANKAVALI 2","Mobiles","SAMSUNG","13200","12200","15999","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059369391","1","NASHIK 2","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059368732","1","CHIPLUN 2","Mobiles","REALME","12500","11780","12500","New Godown"
"1954","REALME C25s 4GB  128GB  Watery Grey","861441059346050","1","SINNAR","Mobiles","REALME","12500","11780","12500","New Godown"
"1002","SAMSUNG Guru FM Plus SM-B110E Gold","351602548073814","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","1800","1580","1950","New Godown"
"2261","OPPO A16 4GB  64GB  Pearl Blue","860733051741333","1","GANDHINAGAR Warehouse","Mobiles","OPPO","13490","12420","16990","New Godown"
"2143","VIVO Y33s 8GB  128GB  Midday Dream","868386050265911","1","GANDHINAGAR Warehouse","Mobiles","VIVO","18990","17000","21990","New Godown"
"2143","VIVO Y33s 8GB  128GB  Midday Dream","868386050265895","1","GANDHINAGAR Warehouse","Mobiles","VIVO","18990","17000","21990","New Godown"
"857","OPPO A15s 4GB 64GB Fancy White","867912056178971","1","GANDHINAGAR Warehouse","Mobiles","OPPO","12490","11650","13990","New Godown"
"1973","OPPO A54 4GB  64GB  Moonlight Gold","862788056370015","1","SANGLI 1","Mobiles","OPPO","14490","13750","14990","New Godown"
"2144","VIVO Y33s 8GB  128GB  Mirror Black","868386050679236","1","SHEVGAON","Mobiles","VIVO","18990","17000","21990","New Godown"
"2217","ITEL Vision 2s 2GB  32GB  Gradation Blue","355742232550242","1","GANDHINAGAR Warehouse","Mobiles","ITEL","7200","6450","8499","New Godown"
"2189","SAMSUNG A52s 5G 8GB  128GB  Awesome Voilet","351996301683730","1","MIRAJ 1","Mobiles","SAMSUNG","37499","33900","40999","New Godown"
"1967","SAMSUNG Galaxy Tab A7 Lite (SM-T225) 3GB  32GB  Grey","354991341191627","1","NARAYANGAON","Mobiles","SAMSUNG","15200","14250","17500","New Godown"
"1909","OPPO A54 4GB 128GB Starry Blue","862788059758737","1","GANDHINAGAR Warehouse","Mobiles","OPPO","15990","14680","15990","New Godown"
"2236","REALME Tablet RMP2102 3GB  32GB  Grey","210904812102000167","1","SATARA 2","Mobiles","REALME","16499","15600","24999","New Godown"
"2236","REALME Tablet RMP2102 3GB  32GB  Grey","210904812102000305","1","VASCO","Mobiles","REALME","16499","15600","24999","New Godown"
"2058","SAMSUNG A22 5G 6GB  128GB  Gray","358136641746326","1","SOLAPUR 4","Mobiles","SAMSUNG","19999","18600","20499","New Godown"
"2356","REALME C25Y 4GB  128GB  Metal Grey","867777051378953","1","SOLAPUR 3","Mobiles","REALME","12500","11800","13999","New Godown"
"1741","RELIANCE JIO F320B Black","350938655835095","1","GANDHINAGAR Warehouse","Mobiles","RELIANCE JIO","1774","1580","1774","New Godown"
"1125","I Ball Slide Skye 03 Tablet 1GB 8GB Graphite Black","911646950689024","1","GANDHINAGAR Warehouse","Mobiles","iBall","4699","4250","6999","New Godown"
"2236","REALME Tablet RMP2102 3GB  32GB  Grey","210904812102001621","1","SATARA POWAI NAKA","Mobiles","REALME","16499","15600","24999","New Godown"
"2355","REALME C25Y 4GB  128GB  Glacier Blue","867777052453193","1","KOREGAON","Mobiles","REALME","12500","11800","13999","New Godown"
"1893","MI 11 X  5G 6GB  128GB  Lunar White","868494050858998","1","SHIVAJI ROAD","Mobiles","MI","30999","27000","33999","New Godown"
"1893","MI 11 X  5G 6GB  128GB  Lunar White","868494050857792","1","GANDHINAGAR Warehouse","Mobiles","MI","30999","27000","33999","New Godown"
"1383","SAMSUNG M02s 3GB 32GB Black","359260575525941","1","GOREGAON West","Mobiles","SAMSUNG","9900","9290","11499","New Godown"
"1383","SAMSUNG M02s 3GB 32GB Black","359260575525503","1","THAKUR VILLAGE- kandivali E","Mobiles","SAMSUNG","9900","9290","11499","New Godown"
"2174","SAMSUNG A52s 5G 8GB  128GB  Awesome Black","351996301923102","1","THAKUR VILLAGE- kandivali E","Mobiles","SAMSUNG","37499","33900","40999","New Godown"
"2145","LAVA A1 2021 Blue + Silver","356827712766035","1","GANDHINAGAR Warehouse","Mobiles","LAVA","1300","910","1379","New Godown"
"2261","OPPO A16 4GB  64GB  Pearl Blue","860733057923430","1","GANDHINAGAR Warehouse","Mobiles","OPPO","13490","12420","16990","New Godown"
"2399","MI 11 Lite Ne 5G 8GB  128GB  Vinyl Black","860588050917577","1","BHAYANDER WEST","Mobiles","MI","30000","28000","33999","New Godown"
"1851","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","352659951174736","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","46999","44200","74999","New Godown"
"1851","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","352659951151791","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","46999","44200","74999","New Godown"
"2237","REALME Tablet RMP2102 3GB  32GB  Gold","210916812102001122","1","SHRIRAMPUR","Mobiles","REALME","16499","15600","24999","New Godown"
"2236","REALME Tablet RMP2102 3GB  32GB  Grey","210917812102001215","1","SANGOLA","Mobiles","REALME","16499","15600","24999","New Godown"
"1851","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","352659950981545","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","46999","44200","74999","New Godown"
"1851","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","352659951000279","1","MHASWAD","Mobiles","SAMSUNG","46999","44200","74999","New Godown"
"2055","SAMSUNG A12 6GB  128GB  White","352724163669574","1","SATARA 1","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2055","SAMSUNG A12 6GB  128GB  White","352724163676256","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"1851","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","352659950984762","1","AKKALKOT","Mobiles","SAMSUNG","46999","44200","74999","New Godown"
"1851","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","352659951005146","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","46999","44200","74999","New Godown"
"2067","ONE PLUS Nord 2 5G 12GB  256GB  Blue Haze","866448055624930","1","TASGAON 2","Mobiles","ONE PLUS","34999","34400","34999","New Godown"
"2296","ITEL Vision 2s 2GB  32GB  Deep Blue","355742233129889","1","GANDHINAGAR Warehouse","Mobiles","ITEL","7200","6450","8499","New Godown"
"1741","RELIANCE JIO F320B Black","352579599030092","1","SANGLI 1","Mobiles","RELIANCE JIO","1774","1580","1774","New Godown"
"1741","RELIANCE JIO F320B Black","352579599030290","1","RANKALA","Mobiles","RELIANCE JIO","1774","1580","1774","New Godown"
"1718","SAMSUNG A12 4GB 64GB Blue","357953590115241","1","GOREGAON West","Mobiles","SAMSUNG","13200","12200","15999","New Godown"
"1998","SAMSUNG A22 6GB  128GB  Black","356890804202699","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","18700","17400","20499","New Godown"
"1319","OPPO A15s 4GB 64GB Rainbow Silver","865550050491156","1","GANDHINAGAR Warehouse","Mobiles","OPPO","12490","11650","13990","New Godown"
"1678","SAMSUNG M02 3GB 32GB Blue","358019548315819","1","MOHOL","Mobiles","SAMSUNG","9000","8350","10499","New Godown"
"2147","SAMSUNG Galaxy Z Fold3 5G 12GB  256GB  Phantom Black","350843354340761","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","149999","142500","171999","New Godown"
"1855","ITEL IT2163 Deep Blue","351038512435889","1","MOHOL","Mobiles","ITEL","1100","770","1149","New Godown"
"1855","ITEL IT2163 Deep Blue","351038512451423","1","MOHOL","Mobiles","ITEL","1100","770","1149","New Godown"
"2083","SAMSUNG A22 5G 8GB  128GB  Mint","358871700977178","1","MOHOL","Mobiles","SAMSUNG","21999","20500","23999","New Godown"
"2390","SAMSUNG M52 5G 6GB  128GB  ICY BLUE","353788641435048","1","SANGAMNER 2","Mobiles","SAMSUNG","31000","29450","34999","New Godown"
"2390","SAMSUNG M52 5G 6GB  128GB  ICY BLUE","353788641463628","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","31000","29450","34999","New Godown"
"2145","LAVA A1 2021 Blue + Silver","356827718936756","1","GANDHINAGAR Warehouse","Mobiles","LAVA","1300","910","1379","New Godown"
"2468","Smart Watch SAMSUNG Galaxy Watch 3 -  Mystic Silver - SM-R850NZSAINS","RFAR91R82YR","1","SATARA POWAI NAKA","Accessories","SAMSUNG","1","1","30990","New Godown"
"1386","ITEL A23 Pro 1GB 8GB Lake Blue","359589933943929","1","PONDA","Mobiles","ITEL","3999","3600","4999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","352724162377799","1","KOPARGAON","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724164143538","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724163595027","1","MUDHAL TITTA","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724163600744","1","CHIPLUN 2","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724163483752","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724163510083","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","352724162369481","1","BAGAL CHOWK","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2446","APPLE iPhone XR -  128GB  White (Diwali Edition)","352887119010167","1","SANGLI 2","Mobiles","APPLE","41999","40000","52900","New Godown"
"2446","APPLE iPhone XR -  128GB  White (Diwali Edition)","352887117270847","1","GANDHINAGAR Warehouse","Mobiles","APPLE","41999","40000","52900","New Godown"
"2446","APPLE iPhone XR -  128GB  White (Diwali Edition)","356460105349738","1","PIMPRI","Mobiles","APPLE","41999","40000","52900","New Godown"
"2446","APPLE iPhone XR -  128GB  White (Diwali Edition)","352885116138494","1","RATNAGIRI 2","Mobiles","APPLE","41999","40000","52900","New Godown"
"2446","APPLE iPhone XR -  128GB  White (Diwali Edition)","356461101993339","1","SANGLI 1","Mobiles","APPLE","41999","40000","52900","New Godown"
"2446","APPLE iPhone XR -  128GB  White (Diwali Edition)","352883118546541","1","PIMPRI","Mobiles","APPLE","41999","40000","52900","New Godown"
"2447","APPLE iPhone XR -  64GB  White (Diwali Edition)","352883118947905","1","GANDHINAGAR Warehouse","Mobiles","APPLE","35999","35200","52500","New Godown"
"2453","APPLE iPhone SE -  64GB  Black (Diwali Edition)","351200149844095","1","NARAYANGAON","Mobiles","APPLE","28999","27500","39900","New Godown"
"2390","SAMSUNG M52 5G 6GB  128GB  ICY BLUE","353788641269991","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","31000","29450","34999","New Godown"
"2390","SAMSUNG M52 5G 6GB  128GB  ICY BLUE","353788641292415","1","SATARA POWAI NAKA","Mobiles","SAMSUNG","31000","29450","34999","New Godown"
"2390","SAMSUNG M52 5G 6GB  128GB  ICY BLUE","353788641277119","1","SAWANTWADI","Mobiles","SAMSUNG","31000","29450","34999","New Godown"
"2355","REALME C25Y 4GB  128GB  Glacier Blue","867777056873511","1","GANDHINAGAR Warehouse","Mobiles","REALME","12500","11800","13999","New Godown"
"2356","REALME C25Y 4GB  128GB  Metal Grey","867777056359594","1","SOLAPUR 4","Mobiles","REALME","12500","11800","13999","New Godown"
"2356","REALME C25Y 4GB  128GB  Metal Grey","867777056432359","1","GANDHINAGAR Warehouse","Mobiles","REALME","12500","11800","13999","New Godown"
"2356","REALME C25Y 4GB  128GB  Metal Grey","867777056348993","1","SHEVGAON","Mobiles","REALME","12500","11800","13999","New Godown"
"2145","LAVA A1 2021 Blue + Silver","356827719186351","1","SINNAR","Mobiles","LAVA","1300","910","1379","New Godown"
"449","LAVA A7 Rose Gold","356937643385670","1","PETH VADGAON","Mobiles","LAVA","1700","1270","1929","New Godown"
"1898","VIVO V21 5G 8GB  128GB  Sunset Dazzle","866583058385814","1","MHASWAD","Mobiles","VIVO","29990","27800","32990","New Godown"
"2190","SAMSUNG A52s 5G 8GB  128GB  Awesome White","351996301653113","1","NASHIK 1","Mobiles","SAMSUNG","37499","33900","40999","New Godown"
"1325","VIVO Y12s 3GB 32GB Glacier Blue","867600056899031","1","GANDHINAGAR Warehouse","Mobiles","VIVO","11200","10500","13990","New Godown"
"2260","OPPO A16 4GB  64GB  Crystal Black","860733056703635","1","GANDHINAGAR Warehouse","Mobiles","OPPO","13490","12420","16990","New Godown"
"2468","Smart Watch SAMSUNG Galaxy Watch 3 -  Mystic Silver - SM-R850NZSAINS","RFARA076V0B","1","SOLAPUR 5","Accessories","SAMSUNG","1","1","30990","New Godown"
"2468","Smart Watch SAMSUNG Galaxy Watch 3 -  Mystic Silver - SM-R850NZSAINS","RFARA076SVX","1","RAJARAMPURI 1","Accessories","SAMSUNG","1","1","30990","New Godown"
"2428","SAMSUNG Galaxy Tab A7 LITE LTE (SM-T225) 3GB  32GB  Silver","354991341622704","1","MIRAJKAR TIKATI","Mobiles","SAMSUNG","15200","14250","17500","New Godown"
"2077","MI 11 X  5G 8GB  128GB  Lunar White","868494055444075","1","GANDHINAGAR Warehouse","Mobiles","MI","32699","29000","34999","New Godown"
"2471","TECNO SPARK 8 2GB  64GB  TURQUOISE CYAN","355446271003580","1","GANDHINAGAR Warehouse","Mobiles","TECNO","8700","8000","9999","New Godown"
"2471","TECNO SPARK 8 2GB  64GB  TURQUOISE CYAN","355446270982347","1","NAGAR 3","Mobiles","TECNO","8700","8000","9999","New Godown"
"2471","TECNO SPARK 8 2GB  64GB  TURQUOISE CYAN","355446271391688","1","GANDHINAGAR Warehouse","Mobiles","TECNO","8700","8000","9999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724163486227","1","RAJARAMPURI 1","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724163484602","1","SHIRALA","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","358099390021863","1","CHIPLUN 1","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","358099390022747","1","KOREGAON","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","354668779766126","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2039","SAMSUNG A12 6GB  128GB  Blue","352724163477168","1","SHRIRAMPUR","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","354668779765979","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","358099390404887","1","MHASWAD","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","358099390029189","1","BANDA","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2040","SAMSUNG A12 6GB  128GB  Black","358099390036549","1","LATUR 1","Mobiles","SAMSUNG","15499","14500","17999","New Godown"
"2393","SAMSUNG M52 5G 8GB  128GB  ICY BLUE","358205231022172","1","GANDHINAGAR Warehouse","Mobiles","SAMSUNG","33000","31450","36999","New Godown"
"2355","REALME C25Y 4GB  128GB  Glacier Blue","867777057776713","1","TULJAPUR","Mobiles","REALME","12500","11800","13999","New Godown"
"2355","REALME C25Y 4GB  128GB  Glacier Blue","867777057776952","1","BHAYANDER WEST","Mobiles","REALME","12500","11800","13999","New Godown"
"1325","VIVO Y12s 3GB 32GB Glacier Blue","867600056897191","1","GANDHINAGAR Warehouse","Mobiles","VIVO","11200","10500","13990","New Godown"
