"Branch","Category","Brand","Product","IMEI/SRNO","Qty","Sender Branch","Status","Variant id"
"AKLUJ","Mobiles","NOKIA","NOKIA 2.3 2GB 32GB Charcoal","'354220100121702","1","","In Branch","179"
"AKLUJ","Mobiles","REALME","REALME C15 3GB 32GB Power Blue","'860791043893216","1","","In Branch","154"
"AKLUJ","Mobiles","NOKIA","NOKIA 105 SS Blue","'357749101821925","1","","In Branch","522"
"AKLUJ","Mobiles","NOKIA","NOKIA C3 2GB 16GB Nordic Blue","'355791102153041","1","","In Branch","632"
"AKLUJ","Mobiles","NOKIA","NOKIA C3 2GB 16GB Nordic Blue","'355791102232902","1","","In Branch","632"
"AKLUJ","Mobiles","NOKIA","NOKIA C3 2GB 16GB Nordic Blue","'355791102242349","1","","In Branch","632"
"AKLUJ","Mobiles","OPPO","OPPO A15 3GB 32GB Dynamic Black","'868987058583815","1","","In Branch","90"
"AKLUJ","Mobiles","OPPO","OPPO A15 3GB 32GB Mystery Blue","'862853055748973","1","","In Branch","91"
"AKLUJ","Mobiles","OPPO","OPPO F17 6GB 128GB Navy Blue","'864991052374712","1","","In Branch","124"
"AKLUJ","Mobiles","OPPO","OPPO F17 Pro 8GB 128GB Matte Black","'869581057438011","1","","In Branch","127"
"AKLUJ","Mobiles","OPPO","OPPO F17 Pro 8GB 128GB Matte Black","'863903055237037","1","","In Branch","127"
"AKLUJ","Mobiles","REDMI","REDMI 9 4GB 128GB Sky Blue","'862228052863614","1","","In Branch","602"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy Note 20 5G 8GB 256GB Mystic Bronze","'356214463166980","1","","In Branch","990"
"AKLUJ","Mobiles","REALME","REALME C15 S 3GB 32GB Power Blue","'866718054363957","1","","In Branch","1313"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG S21 Ultra 5G 12GB 256GB Phantom Black","'355987190053875","1","","In Branch","1343"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy S21 Plus 5G 8GB 128GB Phantom Silver","'358107170113923","1","","In Branch","1381"
"AKLUJ","Mobiles","REALME","REALME C12 4GB 64GB Power Blue","'862746057533973","1","","In Branch","1408"
"AKLUJ","Mobiles","LAVA","LAVA A5 Gold","'351420764182510","1","","In Branch","446"
"AKLUJ","Mobiles","REALME","REALME C12 3GB 32GB Power Blue","'862746051270796","1","","In Branch","1406"
"AKLUJ","Mobiles","ITEL","ITEL A23 1GB 8GB Gradation Red","'356090115074867","1","","In Branch","647"
"AKLUJ","Mobiles","ITEL","ITEL Vision1 3GB 32GB Gradation Green","'353089119461800","1","","In Branch","441"
"AKLUJ","Mobiles","APPLE","APPLE iPhone XR - 128GB Black","'352883115130851","1","","In Branch","650"
"AKLUJ","Mobiles","REALME","REALME C11 2GB 32GB Rich Green","'865259058494051","1","","In Branch","151"
"AKLUJ","Mobiles","LAVA","LAVA A9 Midnight Black","'911662106890002","1","","In Branch","450"
"AKLUJ","Mobiles","LENOVO","LENOVO Tab E8 TB 8304F1 WiFi 2GB 16GB Slate Black","'1SZA3W0100INHPV1MLYB","1","","In Branch","657"
"AKLUJ","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15FQRM","1","","In Branch","456"
"AKLUJ","Mobiles","LENOVO","LENOVO Tab M7 TB-7305F WiFi 1GB 16GB Iron Grey","'1SZA550172INHA1418VG","1","","In Branch","844"
"AKLUJ","Mobiles","ITEL","ITEL A25 1GB 16GB Gradation Sea Blue","'359725107152604","1","","In Branch","1315"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A71 5G 8GB 128GB Haze Crush Silver","'353412114518855","1","","In Branch","291"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy S10 Lite 8GB 512GB Prism Black","'355271110987441","1","","In Branch","329"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A71 5G 8GB 128GB Prism Crush Blue","'353412113714984","1","","In Branch","293"
"AKLUJ","Mobiles","VIVO","VIVO Y31 6GB 128GB Racing Black","'866052054989151","1","","In Branch","1339"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Metro B313 Gold","'355508118770844","1","","In Branch","491"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A51 5G 8GB 128GB Prism Crush Blue","'356057111869517","1","","In Branch","585"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A71 8GB 128GB Prism Crush Blue","'353412114667686","1","","In Branch","1424"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB Blue","'352221262946573","1","","In Branch","1718"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB Black","'352221263934453","1","","In Branch","1713"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A71 5G 8GB 128GB Prism Crush Black","'353412114901010","1","","In Branch","292"
"AKLUJ","Mobiles","OPPO","OPPO A15 3GB 32GB Mystery Blue","'861591054880659","1","","In Branch","91"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB Black","'352221263519890","1","","In Branch","1713"
"AKLUJ","Mobiles","OPPO","OPPO A15s 4GB 64GB Rainbow Silver","'869054052081210","1","","In Branch","1319"
"AKLUJ","Mobiles","REDMI","REDMI 9 Power 6GB 128GB Electric Green","'865223051962316","1","","In Branch","1746"
"AKLUJ","Mobiles","RELIANCE JIO","RELIANCE JIO F320B Black","'350938655809918","1","","In Branch","1741"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02s 3GB 32GB Black","'359260572408034","1","","In Branch","1383"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Guru Music 2 SM-B310E Blue","'354668158805750","1","","In Branch","486"
"AKLUJ","Mobiles","LAVA","LAVA Flip Red","'357551213394233","1","","In Branch","1759"
"AKLUJ","Mobiles","ITEL","ITEL IT5618N Deep Blue","'352299330681380","1","","In Branch","642"
"AKLUJ","Mobiles","RELIANCE JIO","RELIANCE JIO F320B Black","'359459702349809","1","","In Branch","1741"
"AKLUJ","Mobiles","RELIANCE JIO","RELIANCE JIO F320B Black","'359459702384285","1","","In Branch","1741"
"AKLUJ","Mobiles","RELIANCE JIO","RELIANCE JIO F320B Black","'359459702421988","1","","In Branch","1741"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02s 3GB 32GB Blue","'359260572900717","1","","In Branch","1364"
"AKLUJ","Mobiles","OPPO","OPPO F19 Pro 8GB 128GB Crystal Silver","'863782052833810","1","","In Branch","1767"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A32 6GB 128GB Awesome Black","'353089180040186","1","","In Branch","1747"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02 2GB 32GB Grey","'350756664703876","1","","In Branch","1682"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02 2GB 32GB Blue","'350756664700997","1","","In Branch","1681"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02 2GB 32GB Black","'350756664502815","1","","In Branch","1688"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02 3GB 32GB Blue","'358019543446809","1","","In Branch","1678"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02 3GB 32GB Blue","'358019543445157","1","","In Branch","1678"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 12 - 128GB White","'354112727139631","1","","In Branch","1246"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'354692270089895","1","","In Branch","1286"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A72 8GB 128GB Awesome Blue","'359021827639629","1","","In Branch","1802"
"AKLUJ","Mobiles","OPPO","OPPO A11K 2GB 32GB Deep Blue","'865322057828255","1","","In Branch","84"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A72 8GB 128GB Awesome Black","'359021827561534","1","","In Branch","1800"
"AKLUJ","Mobiles","VIVO","VIVO X60 8GB  128GB  Midnight Black","'861914059697011","1","","In Branch","1815"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A72 8GB  128GB  Awesome White","'359021827780928","1","","In Branch","1807"
"AKLUJ","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Blue","'862448052492616","1","","In Branch","1823"
"AKLUJ","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Black","'862448052865571","1","","In Branch","1824"
"AKLUJ","Mobiles","OPPO","OPPO A15 3GB 32GB Dynamic Black","'866195052462216","1","","In Branch","90"
"AKLUJ","Mobiles","VIVO","VIVO X60 8GB  128GB  Midnight Black","'861914059358150","1","","In Branch","1815"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A32 6GB 128GB Awesome Black","'353089181717428","1","","In Branch","1747"
"AKLUJ","Mobiles","OPPO","OPPO F19 Pro+ 8GB 128GB Space Silver","'861932055103297","1","","In Branch","1766"
"AKLUJ","Mobiles","NOKIA","NOKIA 5310 Black and Red","'356937112536381","1","","In Branch","953"
"AKLUJ","Mobiles","VIVO","VIVO X60 12GB  256GB  Midnight Black","'861914059193854","1","","In Branch","1834"
"AKLUJ","Mobiles","VIVO","VIVO X60 Pro 12GB  256GB  Shimmer Blue","'864407059804635","1","","In Branch","1813"
"AKLUJ","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'869711057826952","1","","In Branch","1322"
"AKLUJ","Mobiles","LAVA","LAVA A1 Glossy Black","'355688158251317","1","","In Branch","442"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02 3GB 32GB Black","'358019544491994","1","","In Branch","1683"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG F02s 3GB  32GB  Diamond Blue","'350931190722829","1","","In Branch","1844"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG F02s 4GB  64GB  Diamond Black","'356636190489279","1","","In Branch","1845"
"AKLUJ","Mobiles","OPPO","OPPO F19 Pro 8GB 128GB Crystal Silver","'863782057263153","1","","In Branch","1767"
"AKLUJ","Mobiles","ITEL","ITEL IT2163 Deep Blue","'351186410573127","1","","In Branch","1855"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy M31 6GB 64GB Ocean Blue (Diwali Edition)","'355604115932949","1","","In Branch","1671"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy M31 6GB 64GB Ocean Blue (Diwali Edition)","'355604115959595","1","","In Branch","1671"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy M31 6GB 64GB Ocean Blue (Diwali Edition)","'355604115960882","1","","In Branch","1671"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy M31 6GB 64GB Ocean Blue (Diwali Edition)","'355604115917965","1","","In Branch","1671"
"AKLUJ","Mobiles","OPPO","OPPO F19 6GB  128GB  Prism Black","'860427051461196","1","","In Branch","1859"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02 3GB 32GB Black","'358019545058222","1","","In Branch","1683"
"AKLUJ","Mobiles","OPPO","OPPO F19 Pro+ 8GB 128GB Fluid Black","'861932056314372","1","","In Branch","1780"
"AKLUJ","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'866896058393590","1","","In Branch","46"
"AKLUJ","Mobiles","OPPO","OPPO F19 Pro 8GB 128GB Crystal Silver","'863782057286352","1","","In Branch","1767"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy M01 Core 1GB 16GB Black","'353853571854988","1","","In Branch","1284"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A52 6GB  128GB  Awesome Blue","'350281376287902","1","","In Branch","1803"
"AKLUJ","Mobiles","REALME","REALME C20 2GB  32GB  Cool Grey","'860450052937998","1","","In Branch","1865"
"AKLUJ","Mobiles","OPPO","OPPO F19 6GB  128GB  Prism Black","'860427055499234","1","","In Branch","1859"
"AKLUJ","Mobiles","ITEL","ITEL VISION 1 Pro 2GB 32GB Aurora Blue","'359196197628947","1","","In Branch","1389"
"AKLUJ","Mobiles","VIVO","VIVO X60 Pro Plus 12GB  256GB  Emperor Blue","'864653059837295","1","","In Branch","1830"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy M01 Core 1GB 16GB Black","'353853571860720","1","","In Branch","1284"
"AKLUJ","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056005987","1","","In Branch","1274"
"AKLUJ","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Mighty Black","'865223059331704","1","","In Branch","1275"
"AKLUJ","Mobiles","OPPO","OPPO F19 6GB  128GB  Prism Black","'860427057140513","1","","In Branch","1859"
"AKLUJ","Mobiles","OPPO","OPPO F19 6GB  128GB  Prism Black","'860427057142535","1","","In Branch","1859"
"AKLUJ","Mobiles","VIVO","Vivo V20 8GB 128GB Sunset Melody","'866812058438392","1","","In Branch","44"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'860235059209974","1","","In Branch","1273"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'860235059218496","1","","In Branch","1273"
"AKLUJ","Mobiles","VIVO","VIVO V20 8GB 128GB Midnight Jazz","'866812059486473","1","","In Branch","566"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'860235059356577","1","","In Branch","1272"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'860235059357195","1","","In Branch","1272"
"AKLUJ","Mobiles","OPPO","OPPO A11K 2GB 32GB Flowing Silver","'863996052085730","1","","In Branch","85"
"AKLUJ","Mobiles","OPPO","OPPO A54 4GB  64GB  Crystal Black","'860672050537435","1","","In Branch","1879"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'860235058277832","1","","In Branch","1272"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'860235058276693","1","","In Branch","1272"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Dawn White","'860235058276677","1","","In Branch","1272"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'860235059281551","1","","In Branch","1273"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'860235059266917","1","","In Branch","1273"
"AKLUJ","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'860409059596652","1","","In Branch","1322"
"AKLUJ","Mobiles","AIRTEL","AIRTEL AMF-311WW 4G Hotspot Portable My WiFi Data Card (Black) 4G","'355501976986263","1","","In Branch","1601"
"AKLUJ","Mobiles","AIRTEL","AIRTEL AMF-311WW 4G Hotspot Portable My WiFi Data Card (Black) 4G","'355501976947638","1","","In Branch","1601"
"AKLUJ","Mobiles","AIRTEL","AIRTEL AMF-311WW 4G Hotspot Portable My WiFi Data Card (Black) 4G","'355501977095908","1","","In Branch","1601"
"AKLUJ","Mobiles","AIRTEL","AIRTEL AMF-311WW 4G Hotspot Portable My WiFi Data Card (Black) 4G","'355501977149911","1","","In Branch","1601"
"AKLUJ","Mobiles","AIRTEL","AIRTEL AMF-311WW 4G Hotspot Portable My WiFi Data Card (Black) 4G","'355501977096831","1","","In Branch","1601"
"AKLUJ","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'866896058988019","1","","In Branch","46"
"AKLUJ","Mobiles","VIVO","VIVO V21 5G 8GB  128GB  Sunset Dazzle","'869141058578776","1","","In Branch","1898"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Obsidian Black","'864948059782974","1","","In Branch","1399"
"AKLUJ","Mobiles","VIVO","VIVO Y31 6GB 128GB Ocean Blue","'868165050895376","1","","In Branch","1340"
"AKLUJ","Mobiles","VIVO","VIVO Y31 6GB 128GB Ocean Blue","'868165050897133","1","","In Branch","1340"
"AKLUJ","Mobiles","VIVO","VIVO Y31 6GB 128GB Ocean Blue","'868165050896358","1","","In Branch","1340"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A52 8GB  128GB  Awesome Blue","'352938776957727","1","","In Branch","1805"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Blue","'350018551240276","1","","In Branch","1413"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush White","'350018551789496","1","","In Branch","275"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Black","'350018551421256","1","","In Branch","274"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Black","'350018551446626","1","","In Branch","274"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG S20 FE 5G 8GB  128GB  Cloud Navy","'352659950308137","1","","In Branch","1851"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG M02s 4GB 64GB Blue","'351743855124673","1","","In Branch","1362"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Black","'350018551804501","1","","In Branch","274"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Black","'350018551804436","1","","In Branch","274"
"AKLUJ","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'860409059582454","1","","In Branch","1322"
"AKLUJ","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'860409059582017","1","","In Branch","1322"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866588050632931","1","","In Branch","1673"
"AKLUJ","Mobiles","VIVO","VIVO V20 8GB 128GB Midnight Jazz","'866812059472259","1","","In Branch","566"
"AKLUJ","Mobiles","VIVO","VIVO V20 8GB 128GB Midnight Jazz","'866812059471897","1","","In Branch","566"
"AKLUJ","Mobiles","VIVO","VIVO V20 8GB 128GB Midnight Jazz","'866812059471731","1","","In Branch","566"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'860235059249616","1","","In Branch","1273"
"AKLUJ","Mobiles","VIVO","VIVO Y20 A 3GB 64GB Nebula Blue","'860235059318270","1","","In Branch","1273"
"AKLUJ","Mobiles","REDMI","REDMI 9A 2GB 32GB Midnight Black","'869514058055872","1","","In Branch","1025"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866588050317376","1","","In Branch","1673"
"AKLUJ","Mobiles","ONE PLUS","ONE PLUS 8T 8GB 128GB Aquamarine Green","'861235050509678","1","","In Branch","81"
"AKLUJ","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Lake Blue","'869388052675310","1","","In Branch","1886"
"AKLUJ","Mobiles","MI","MI 10i 5G 8GB 128GB Atlantic Blue","'862384056889574","1","","In Branch","1300"
"AKLUJ","Mobiles","MI","MI 10i 5G 6GB 128GB Atlantic Blue","'862384058354957","1","","In Branch","1299"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A12 4GB 128GB White","'350766962603819","1","","In Branch","1716"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A52 6GB  128GB  Awesome Blue","'350281376946846","1","","In Branch","1803"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A52 8GB  128GB  Awesome Blue","'352938776984507","1","","In Branch","1805"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Blue","'350018551763723","1","","In Branch","1413"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Black","'350018551808650","1","","In Branch","274"
"AKLUJ","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055527591","1","","In Branch","1863"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 6GB 128GB Purist Blue","'864948058847513","1","","In Branch","1375"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866588050331476","1","","In Branch","1673"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866588050325999","1","","In Branch","1673"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866588050327797","1","","In Branch","1673"
"AKLUJ","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866588050323911","1","","In Branch","1673"
"AKLUJ","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'866896058091954","1","","In Branch","46"
"AKLUJ","Mobiles","VIVO","Vivo V20 SE 8GB 128GB Gravity Black","'866896058092531","1","","In Branch","46"
"AKLUJ","Mobiles","VIVO","VIVO V21 5G 8GB  256GB  Dusk Blue","'869141057363394","1","","In Branch","1900"
"AKLUJ","Mobiles","REDMI","REDMI 9 4GB 64GB Carbon Black","'860498056392694","1","","In Branch","1023"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'352681238033618","1","","In Branch","9"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'353855325073674","1","","In Branch","9"
"AKLUJ","Mobiles","ASUS","ASUS ROG Phone 5 (ZS673KS) 5G 8GB  128GB  Black","'356147311165038","1","","In Branch","1912"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'355608704716654","1","","In Branch","8"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'352012838386356","1","","In Branch","9"
"AKLUJ","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053024673","1","","In Branch","1876"
"AKLUJ","Mobiles","SAMSUNG","SAMSUNG A12 4GB 128GB Black","'350766962458800","1","","In Branch","1717"
"AKLUJ","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056737720","1","","In Branch","1274"
"AKLUJ","Mobiles","REDMI","REDMI Note 10 6GB  128GB  Aqua Green","'865481055854752","1","","In Branch","1849"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE Homepod Mini (MY5G2HN/A) - - Space grey","'SH0KDMB4JPQ1H","1","","In Branch","1105"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE Homepod Mini (MY5G2HN/A) - - Space grey","'SH0KDR2QJPQ1H","1","","In Branch","1105"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE Homepod Mini (MY5H2HN/A) - - White","'SH0KDL842PQ1J","1","","In Branch","1106"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA13XHYP","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA13Y9D2","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA13YX1K","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA13YXD7","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA14FVHR","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA14G57E","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA14GF4E","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA14JCQV","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA14JWXE","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15DYT1","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15DZFR","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15DZM9","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15E505","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15E95N","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15E96J","1","","In Branch","456"
"GANDHINAGAR Warehouse","Mobiles","LENOVO","LENOVO Tab M8 8505X WiFi + CELL 2GB 32GB Iron Grey","'1SZA5H0132INHA15EB4V","1","","In Branch","456"
